order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,WKT,x,y
18,49,WELLESLEY PK,DORCHESTER,2124,1701075000,51,42.2953959364648,-71.0661857933987,140,"POLYGON ((-71.0672633 42.2997983,-71.0661503 42.2997983,-71.0661503 42.2952148,-71.0672633 42.2952148,-71.0672633 42.2997983))",10.0,9.0
19,31,WELLESLEY PK,DORCHESTER,2124,1701071000,57,42.2959256438884,-71.06626471661991,140,"POLYGON ((-71.0672633 42.2997983,-71.0661503 42.2997983,-71.0661503 42.2952148,-71.0672633 42.2952148,-71.0672633 42.2997983))",10.0,9.0
20,29,WELLESLEY PK,DORCHESTER,2124,1701070000,57,42.29605217759595,-71.06626639975647,140,"POLYGON ((-71.0672633 42.2997983,-71.0661503 42.2997983,-71.0661503 42.2952148,-71.0672633 42.2952148,-71.0672633 42.2997983))",10.0,9.0
21,27,WELLESLEY PK,DORCHESTER,2124,1701069000,57,42.296180732557744,-71.06626241652435,140,"POLYGON ((-71.0672633 42.2997983,-71.0661503 42.2997983,-71.0661503 42.2952148,-71.0672633 42.2952148,-71.0672633 42.2997983))",10.0,9.0
22,21,BLOOMFIELD ST,DORCHESTER,2124,1702307000,51,42.2997171966955,-71.0668591086559,140,"POLYGON ((-71.0672633 42.2997983,-71.0661503 42.2997983,-71.0661503 42.2952148,-71.0672633 42.2952148,-71.0672633 42.2997983))",10.0,9.0
0,11,VINSON ST,DORCHESTER,2124,1600781000,61,42.29872001233535,-71.06457084403195,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
1,19,VINSON ST,DORCHESTER,2124,1600783000,51,42.29855487539994,-71.0648028992309,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
2,16,VINSON ST,DORCHESTER,2124,1600810000,57,42.2982757521942,-71.06445564150292,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
3,23,VINSON ST,DORCHESTER,2124,1600784000,57,42.2984553193008,-71.06492046974867,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
4,31,VINSON ST,DORCHESTER,2124,1600786000,51,42.29825299525125,-71.06515018404977,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
5,35,VINSON ST,DORCHESTER,2124,1600787000,61,42.298144571611445,-71.06524727526869,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
6,39,VINSON ST,DORCHESTER,2124,1600788000,51,42.29804377808,-71.06534908366098,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
7,43,VINSON ST,DORCHESTER,2124,1600789000,51,42.2979370420531,-71.06543812551917,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
8,51,VINSON ST,DORCHESTER,2124,1600791000,60,42.29772425632105,-71.06560433225683,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
9,263,PARK ST,DORCHESTER,2124,1600804000,51,42.2974900741975,-71.0653222929294,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
10,59,VINSON ST,DORCHESTER,2124,1600793000,58,42.29751860515376,-71.06578066382681,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
11,63,VINSON ST,DORCHESTER,2124,1600794000,58,42.29740920601015,-71.06586497287768,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
12,280,PARK ST,DORCHESTER,2124,1701063000,57,42.29703176116625,-71.06588881432349,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
13,18,WELLESLEY PK,DORCHESTER,2124,1702472000,57,42.29662446769635,-71.06552296625179,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
14,28,WELLESLEY PK,DORCHESTER,2124,1702469000,61,42.296251257606,-71.06543218442837,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
15,32,WELLESLEY PK,DORCHESTER,2124,1702468000,57,42.2961339408517,-71.06539644347362,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
16,57,WELLESLEY PK,DORCHESTER,2124,1701076000,57,42.29527195626835,-71.06609464100609,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
17,103,MELVILLE AV,DORCHESTER,2124,1700855000,61,42.2952910240444,-71.06363012485093,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
18,105,MELVILLE AV,DORCHESTER,2124,1700856000,60,42.295328941865606,-71.06344460682149,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
19,7,PENHALLOW ST,DORCHESTER,2124,1700857000,57,42.295393032421,-71.06328375600188,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
20,8,PENHALLOW ST,DORCHESTER,2124,1601222000,57,42.2953265692051,-71.06295252669807,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
21,115,MELVILLE AV,DORCHESTER,2124,1601223000,62,42.295552524937406,-71.06290908764024,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
22,3,SILLOWAY ST,DORCHESTER,2124,1601213000,57,42.2955868398906,-71.06265857320584,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
23,7,SILLOWAY ST,DORCHESTER,2124,1601214000,57,42.295453486720845,-71.06268689533074,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
24,11,SILLOWAY ST,DORCHESTER,2124,1601215000,57,42.295312284306,-71.06271673373952,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
25,6,SILLOWAY ST,DORCHESTER,2124,1601210000,57,42.295509624828455,-71.0622502475889,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
26,120  122,MELVILLE AV,DORCHESTER,2124,1600745000,60,42.2962077287841,-71.06204516790982,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
27,14,CENTERVALE PK,DORCHESTER,2124,1600860000,51,42.296679871046194,-71.06318227467398,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
28,9,CENTERVALE PK,DORCHESTER,2124,1702449000,52,42.29612623214255,-71.06339155883467,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
29,7,CENTERVALE PK,DORCHESTER,2124,1702448000,52,42.296095834582246,-71.06356597349418,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
30,5,CENTERVALE PK,DORCHESTER,2124,1702447000,51,42.29604966949335,-71.06373938404101,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
31,1,CENTERVALE PK,DORCHESTER,2124,1702445000,57,42.29595078052781,-71.06417329837933,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
32,13,UPLAND AV,DORCHESTER,2124,1600867000,51,42.29653806103205,-71.0644309473584,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
33,18,UPLAND AV,DORCHESTER,2124,1702480000,51,42.29640959922615,-71.06506389785218,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
34,26,UPLAND AV,DORCHESTER,2124,1702478000,51,42.29674053146815,-71.06515772948123,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
35,30,UPLAND AV,DORCHESTER,2124,1702477000,51,42.296900956070445,-71.06519659686914,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
36,4,PAISLEY PK,DORCHESTER,2124,1600843000,57,42.2970924505778,-71.06440195373926,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
37,6,PAISLEY PK,DORCHESTER,2124,1600842000,83,42.29717250327085,-71.06424194682795,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
38,8,PAISLEY PK,DORCHESTER,2124,1600841000,58,42.29721927623035,-71.0640637078306,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
39,14,PAISLEY PK,DORCHESTER,2124,1600838000,60,42.29735738337875,-71.06353139866263,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
40,229,PARK ST,DORCHESTER,2124,1600815000,59,42.2981534526188,-71.0632031766813,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
41,246,PARK ST,DORCHESTER,2124,1600850000,66,42.29747511530515,-71.0640373975084,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
42,7,MARLOWE ST,DORCHESTER,2124,1600813000,57,42.2980262416764,-71.06422375810112,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
43,8,MARLOWE ST,DORCHESTER,2124,1600822000,59,42.29814481958095,-71.06381857763782,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
44,511  513,GENEVA AV,DORCHESTER,2122,1600829000,59,42.2984614535672,-71.06350183135709,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
45,15,VINSON ST,DORCHESTER,2124,1600782000,59,42.2986419697843,-71.06468307611176,141,"POLYGON ((-71.0661503 42.2997983,-71.0616981 42.2997983,-71.0616981 42.2952148,-71.0661503 42.2952148,-71.0661503 42.2997983))",11.0,9.0
0,7,LINCOLN ST,DORCHESTER,2122,1600605000,51,42.29954438170495,-71.05977349279121,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
1,23,LINCOLN ST,DORCHESTER,2122,1600610000,51,42.2997670528947,-71.05912656847663,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
2,92,PARK ST,DORCHESTER,2122,1600565000,52,42.2993519025217,-71.05749780126405,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
3,305,ADAMS ST,DORCHESTER,2122,1600662000,51,42.29890838538655,-71.05805685142617,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
4,114,PARK ST,DORCHESTER,2122,1600671001,61,42.29877681483545,-71.05903023123858,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
5,111,PARK ST,DORCHESTER,2122,1600618000,59,42.29923416907215,-71.05901144264018,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
6,9,GREENWOOD PK,DORCHESTER,2122,1600627000,69,42.299381438067655,-71.05961111878379,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
7,7,CHRISTOPHER ST,DORCHESTER,2122,1600686000,59,42.297968555457146,-71.06027369758141,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
8,22,GIBSON ST,DORCHESTER,2122,1600676000,59,42.29769881376114,-71.06002907293114,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
9,59,GIBSON ST,DORCHESTER,2122,1600705000,51,42.29769342560255,-71.05803889478366,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
10,63,GIBSON ST,DORCHESTER,2122,1600706000,59,42.29773683447185,-71.05787175765607,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
11,75,GIBSON ST,DORCHESTER,2122,1600709000,59,42.29789166752945,-71.05738071182992,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
12,50  48,PARKMAN ST,DORCHESTER,2122,1600717000,61,42.2974706653978,-71.05730713906443,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
13,43,PARKMAN ST,DORCHESTER,2122,1600899000,51,42.29675495658715,-71.05736108091183,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
14,41,PARKMAN ST,DORCHESTER,2122,1600897000,59,42.29674914244755,-71.05765486684439,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
15,36,PARKMAN ST,DORCHESTER,2122,1600721000,58,42.29718558687935,-71.0579799309111,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
16,2,PARKMAN PL,DORCHESTER,2122,1600722000,61,42.29733716722205,-71.05833076907791,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
17,37,PARKMAN ST,DORCHESTER,2122,1600895000,61,42.29666789362395,-71.05795764490938,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
18,35,PARKMAN ST,DORCHESTER,2122,1600894000,61,42.2966218675192,-71.05812622735334,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
19,30,PARKMAN ST,DORCHESTER,2122,1600726000,51,42.29699364038485,-71.05863493501042,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
20,24,PARKMAN ST,DORCHESTER,2122,1600729000,61,42.29683572574485,-71.05933370250406,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
21,22,PARKMAN ST,DORCHESTER,2122,1600730000,51,42.2968380703098,-71.05953564587665,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
22,16,PARKMAN ST,DORCHESTER,2122,1600732000,51,42.2967118353473,-71.06002086718172,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
23,11,PARKMAN ST,DORCHESTER,2122,1600882000,51,42.29615104949645,-71.06019964872806,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
24,12,PARKMAN ST,DORCHESTER,2122,1600734000,51,42.2966367562431,-71.06037693165483,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
25,1606,DORCHESTER AV,DORCHESTER,2122,1600931000,51,42.29555524917545,-71.06120830491608,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
26,14,DIX ST,DORCHESTER,2122,1600929000,59,42.29533071631725,-71.06100316780183,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
27,47,DIX ST,DORCHESTER,2122,1600982000,59,42.2953156720125,-71.05948896996865,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
28,84,DIX ST,DORCHESTER,2122,1600910000,61,42.29620323728795,-71.05802290494202,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
29,14,CENTRE CT,DORCHESTER,2122,1601032010,65,42.29534160932965,-71.05755292431903,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
30,15,CENTRE CT,DORCHESTER,2122,1601030001,60,42.29556474539355,-71.05732565588661,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
31,15,FAULKNER ST,DORCHESTER,2122,1600762000,59,42.29972712572485,-71.06125225796912,142,"POLYGON ((-71.0616981 42.2997983,-71.0572459 42.2997983,-71.0572459 42.2952148,-71.0616981 42.2952148,-71.0616981 42.2997983))",12.0,9.0
0,36,MILL ST,DORCHESTER,2122,1600127001,57,42.29921722924985,-71.05177937820338,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
1,38,MILL ST,DORCHESTER,2122,1600127000,57,42.29906086727405,-71.05174714300703,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
2,33,MILL ST,DORCHESTER,2122,1600109000,51,42.2989204402752,-71.0526349826114,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
3,6,GREEN HILL ST,DORCHESTER,2122,1600126001,57,42.2988348478554,-71.05127416935859,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
4,9,GREEN HILL ST,DORCHESTER,2122,1600116001,56,42.29859724519905,-71.05101801542585,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
5,63,EVERDEAN ST,DORCHESTER,2122,1600131003,56,42.29901212410135,-71.05112791901587,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
6,59,EVERDEAN ST,DORCHESTER,2122,1600131002,56,42.2991498878908,-71.05115658730345,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
7,11,BLANCHE ST,DORCHESTER,2122,1600133000,57,42.2991664709525,-71.05067316640748,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
8,55,EVERDEAN ST,DORCHESTER,2122,1600131001,57,42.2992882232863,-71.05118612410422,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
9,2,BLANCHE ST,DORCHESTER,2122,1600172000,60,42.29948409251345,-71.0508312633319,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
10,75,EVERDEAN ST,DORCHESTER,2122,1600116002,57,42.29846186498615,-71.05098797949981,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
11,81,EVERDEAN ST,DORCHESTER,2122,1600116003,57,42.29831426593535,-71.05096644324,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
12,80,EVERDEAN ST,DORCHESTER,2122,1600149000,61,42.29836142441255,-71.05059490419126,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
13,5,GREEN HILL ST,DORCHESTER,2122,1600116000,56,42.2984463227738,-71.05121866495034,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
14,89,EVERDEAN ST,DORCHESTER,2122,1600118000,62,42.29789549479765,-71.05097724789313,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
15,110,VICTORY RD,DORCHESTER,2122,1600119000,67,42.29771736425505,-71.05080247392571,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
16,108,VICTORY RD,DORCHESTER,2122,1600120000,67,42.297685850236,-71.0509881164156,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
17,96,VICTORY RD,DORCHESTER,2122,1600123000,67,42.2976578118038,-71.05154091425823,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
18,50,MILL ST,DORCHESTER,2122,1600125000,57,42.2979832174459,-71.05147050726595,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
19,5,HOUGHTON ST,DORCHESTER,2122,1600329000,61,42.2957571300127,-71.05318902766547,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
20,15  17,HOUGHTON ST,DORCHESTER,2122,1600331000,51,42.2956197910616,-71.05291853909114,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
21,26,HOUGHTON ST,DORCHESTER,2122,1600282000,51,42.2956405932907,-71.05223519167448,143,"POLYGON ((-71.0572459 42.2997983,-71.0483415 42.2997983,-71.0483415 42.2952148,-71.0572459 42.2952148,-71.0572459 42.2997983))",13.0,9.0
