order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,centroid
10,116,ITASCA ST,MATTAPAN,02126,1802770000,57,42.27511021,-71.1005167,101,"POINT(42.27479545811321, -71.0990884345283)"
11,126,ITASCA ST,MATTAPAN,02126,1802768000,57,42.2749898,-71.10063825,101,"POINT(42.27479545811321, -71.0990884345283)"
12,140,ITASCA ST,MATTAPAN,02126,1802766000,67,42.27480877,-71.10082104,101,"POINT(42.27479545811321, -71.0990884345283)"
13,150,ITASCA ST,MATTAPAN,02126,1802765003,67,42.27469003,-71.10094224,101,"POINT(42.27479545811321, -71.0990884345283)"
14,137,SAVANNAH AV,MATTAPAN,02126,1802765001,57,42.27437124,-71.10078704,101,"POINT(42.27479545811321, -71.0990884345283)"
15,140,SAVANNAH AV,MATTAPAN,02126,1802291007,67,42.27389022,-71.1006424,101,"POINT(42.27479545811321, -71.0990884345283)"
16,133,SAVANNAH AV,MATTAPAN,02126,1802765000,67,42.27451873,-71.10063747,101,"POINT(42.27479545811321, -71.0990884345283)"
17,136,SAVANNAH AV,MATTAPAN,02126,1802220000,57,42.27414809,-71.1003955,101,"POINT(42.27479545811321, -71.0990884345283)"
18,41,MESSINGER ST,MATTAPAN,02126,1802174000,57,42.27361095,-71.09924243,101,"POINT(42.27479545811321, -71.0990884345283)"
19,42,MESSINGER ST,MATTAPAN,02126,1802283000,67,42.27318065,-71.09956755,101,"POINT(42.27479545811321, -71.0990884345283)"
20,37,MESSINGER ST,MATTAPAN,02126,1802173000,67,42.27352176,-71.09905811,101,"POINT(42.27479545811321, -71.0990884345283)"
21,33,MESSINGER ST,MATTAPAN,02126,1802172000,57,42.27341744,-71.09887596,101,"POINT(42.27479545811321, -71.0990884345283)"
22,29,MESSINGER ST,MATTAPAN,02126,1802171000,57,42.27328212,-71.09873572,101,"POINT(42.27479545811321, -71.0990884345283)"
23,30,MESSINGER ST,MATTAPAN,02126,1802286000,67,42.27294446,-71.09903963,101,"POINT(42.27479545811321, -71.0990884345283)"
24,70,FAVRE ST,MATTAPAN,02126,1802239000,65,42.27290076,-71.09880901,101,"POINT(42.27479545811321, -71.0990884345283)"
25,25,MESSINGER ST,MATTAPAN,02126,1802170000,68,42.27306547,-71.09856222,101,"POINT(42.27479545811321, -71.0990884345283)"
26,19,MESSINGER ST,MATTAPAN,02126,1802163000,56,42.27288149,-71.0981709,101,"POINT(42.27479545811321, -71.0990884345283)"
27,74,FAVRE ST,MATTAPAN,02126,1802169000,67,42.2731927,-71.09843981,101,"POINT(42.27479545811321, -71.0990884345283)"
28,73,FAVRE ST,MATTAPAN,02126,1802164000,56,42.27298156,-71.09794523,101,"POINT(42.27479545811321, -71.0990884345283)"
29,78,FAVRE ST,MATTAPAN,02126,1802168000,56,42.27333016,-71.09831298,101,"POINT(42.27479545811321, -71.0990884345283)"
30,75,FAVRE ST,MATTAPAN,02126,1802165000,56,42.27309215,-71.09783811,101,"POINT(42.27479545811321, -71.0990884345283)"
31,82,FAVRE ST,MATTAPAN,02126,1802167000,57,42.27346522,-71.09818295,101,"POINT(42.27479545811321, -71.0990884345283)"
32,62,ORLANDO ST,MATTAPAN,02126,1802183000,56,42.274433,-71.09891675,101,"POINT(42.27479545811321, -71.0990884345283)"
33,58,ORLANDO ST,MATTAPAN,02126,1802184000,56,42.27452696,-71.09882025,101,"POINT(42.27479545811321, -71.0990884345283)"
34,54,ORLANDO ST,MATTAPAN,02126,1802185000,57,42.27461158,-71.098732,101,"POINT(42.27479545811321, -71.0990884345283)"
35,50,ORLANDO ST,MATTAPAN,02126,1802186000,56,42.27470217,-71.09863996,101,"POINT(42.27479545811321, -71.0990884345283)"
36,15,ORLANDO ST,MATTAPAN,02126,1802199000,56,42.2756889,-71.09817041,101,"POINT(42.27479545811321, -71.0990884345283)"
37,20,MONTEREY AV,MATTAPAN,02126,1802238000,57,42.275743,-71.09838995,101,"POINT(42.27479545811321, -71.0990884345283)"
38,57,SAVANNAH AV,MATTAPAN,02126,1802992000,61,42.27631787,-71.09881493,101,"POINT(42.27479545811321, -71.0990884345283)"
39,53,SAVANNAH AV,MATTAPAN,02126,1802991000,56,42.27640259,-71.09872824,101,"POINT(42.27479545811321, -71.0990884345283)"
40,25,MONTEREY AV,MATTAPAN,02126,1802997000,75,42.27623206,-71.09830354,101,"POINT(42.27479545811321, -71.0990884345283)"
41,49,SAVANNAH AV,MATTAPAN,02126,1802990000,51,42.27648889,-71.09863928,101,"POINT(42.27479545811321, -71.0990884345283)"
42,52,SAVANNAH AV,MATTAPAN,02126,1802998000,56,42.27640273,-71.09812892,101,"POINT(42.27479545811321, -71.0990884345283)"
43,118,ALMONT ST,MATTAPAN,02126,1803001000,51,42.27664114,-71.09790515,101,"POINT(42.27479545811321, -71.0990884345283)"
44,116,ALMONT ST,MATTAPAN,02126,1803002000,52,42.27653473,-71.09777714,101,"POINT(42.27479545811321, -71.0990884345283)"
45,114,ALMONT ST,MATTAPAN,02126,1803003000,51,42.27640271,-71.09761117,101,"POINT(42.27479545811321, -71.0990884345283)"
46,47,ORLANDO ST,MATTAPAN,02126,1802208000,73,42.27482638,-71.09914082,101,"POINT(42.27479545811321, -71.0990884345283)"
47,55,ORLANDO ST,MATTAPAN,02126,1802210000,72,42.27465632,-71.09931461,101,"POINT(42.27479545811321, -71.0990884345283)"
48,63,ORLANDO ST,MATTAPAN,02126,1802212000,54,42.27448529,-71.0994877,101,"POINT(42.27479545811321, -71.0990884345283)"
49,78,ORLANDO ST,MATTAPAN,02126,1802179000,57,42.27408779,-71.09927206,101,"POINT(42.27479545811321, -71.0990884345283)"
50,82,ORLANDO ST,MATTAPAN,02126,1802178000,67,42.27400236,-71.0993588,101,"POINT(42.27479545811321, -71.0990884345283)"
51,34,MESSINGER ST,MATTAPAN,02126,1802285000,67,42.27300671,-71.09925791,101,"POINT(42.27479545811321, -71.0990884345283)"
52,38,MESSINGER ST,MATTAPAN,02126,1802284000,67,42.27309809,-71.09942083,101,"POINT(42.27479545811321, -71.0990884345283)"
0,1057,MORTON ST,MATTAPAN,02126,1800258000,51,42.27725019,-71.07792681,102,"POINT(42.274933229999995, -71.07878064127273)"
1,1061,MORTON ST,MATTAPAN,02126,1800259000,51,42.27713279,-71.0777737,102,"POINT(42.274933229999995, -71.07878064127273)"
2,7  9,MARYKNOLL ST,MATTAPAN,02126,1800261000,51,42.27683386,-71.07777993,102,"POINT(42.274933229999995, -71.07878064127273)"
3,15,MARYKNOLL ST,MATTAPAN,02126,1800266000,57,42.27645864,-71.07810828,102,"POINT(42.274933229999995, -71.07878064127273)"
4,4,VERNDALE ST,MATTAPAN,02126,1800262000,57,42.27688191,-71.07799874,102,"POINT(42.274933229999995, -71.07878064127273)"
5,7,VERNDALE ST,MATTAPAN,02126,1800265000,67,42.27653571,-71.07832673,102,"POINT(42.274933229999995, -71.07878064127273)"
6,8,VERNDALE ST,MATTAPAN,02126,1800263000,67,42.27697125,-71.07818515,102,"POINT(42.274933229999995, -71.07878064127273)"
7,9,VERNDALE ST,MATTAPAN,02126,1800264000,66,42.2765917,-71.07853711,102,"POINT(42.274933229999995, -71.07878064127273)"
8,19,MARYKNOLL ST,MATTAPAN,02126,1800267000,53,42.27633874,-71.07827546,102,"POINT(42.274933229999995, -71.07878064127273)"
9,27,MARYKNOLL ST,MATTAPAN,02126,1800269000,66,42.27602831,-71.07843673,102,"POINT(42.274933229999995, -71.07878064127273)"
10,6,MARYKNOLL TE,MATTAPAN,02126,1800274000,53,42.27591059,-71.07896506,102,"POINT(42.274933229999995, -71.07878064127273)"
11,5,MARYKNOLL TE,MATTAPAN,02126,1800270000,56,42.27625315,-71.07858267,102,"POINT(42.274933229999995, -71.07878064127273)"
12,9,MARYKNOLL TE,MATTAPAN,02126,1800271000,67,42.27635647,-71.07875457,102,"POINT(42.274933229999995, -71.07878064127273)"
13,37,MARYKNOLL ST,MATTAPAN,02126,1800277000,56,42.27559052,-71.07864862,102,"POINT(42.274933229999995, -71.07878064127273)"
14,45,MARYKNOLL ST,MATTAPAN,02126,1800399000,56,42.27535839,-71.07846651,102,"POINT(42.274933229999995, -71.07878064127273)"
15,49,MARYKNOLL ST,MATTAPAN,02126,1800400000,57,42.27516815,-71.07847294,102,"POINT(42.274933229999995, -71.07878064127273)"
16,53,MARYKNOLL ST,MATTAPAN,02126,1800401000,56,42.27505846,-71.07842753,102,"POINT(42.274933229999995, -71.07878064127273)"
17,57,MARYKNOLL ST,MATTAPAN,02126,1800402000,56,42.27491693,-71.07837656,102,"POINT(42.274933229999995, -71.07878064127273)"
18,65,MARYKNOLL ST,MATTAPAN,02126,1800403000,57,42.27477697,-71.07832163,102,"POINT(42.274933229999995, -71.07878064127273)"
19,71,MARYKNOLL ST,MATTAPAN,02126,1800404000,57,42.27458559,-71.0782354,102,"POINT(42.274933229999995, -71.07878064127273)"
20,77,MARYKNOLL ST,MATTAPAN,02126,1800407000,67,42.27443891,-71.07817613,102,"POINT(42.274933229999995, -71.07878064127273)"
21,81,MARYKNOLL ST,MATTAPAN,02126,1800408000,57,42.27430073,-71.07812038,102,"POINT(42.274933229999995, -71.07878064127273)"
22,85,MARYKNOLL ST,MATTAPAN,02126,1800409000,54,42.27416366,-71.07806461,102,"POINT(42.274933229999995, -71.07878064127273)"
23,89,MARYKNOLL ST,MATTAPAN,02126,1800411000,56,42.27396729,-71.07788568,102,"POINT(42.274933229999995, -71.07878064127273)"
24,257,MANCHESTER ST,MATTAPAN,02126,1800388000,66,42.27364296,-71.07878156,102,"POINT(42.274933229999995, -71.07878064127273)"
25,34,STANDARD ST,MATTAPAN,02126,1800321000,53,42.27289651,-71.07898573,102,"POINT(42.274933229999995, -71.07878064127273)"
26,30,STANDARD ST,MATTAPAN,02126,1800322000,51,42.27274886,-71.07889018,102,"POINT(42.274933229999995, -71.07878064127273)"
27,26,STANDARD ST,MATTAPAN,02126,1800323000,51,42.27263772,-71.07882934,102,"POINT(42.274933229999995, -71.07878064127273)"
28,20,STANDARD ST,MATTAPAN,02126,1800325000,57,42.27236079,-71.07879129,102,"POINT(42.274933229999995, -71.07878064127273)"
29,4,STANDARD ST,MATTAPAN,02126,1800328000,60,42.27205323,-71.07864247,102,"POINT(42.274933229999995, -71.07878064127273)"
30,58  60,STANDARD ST,MATTAPAN,02126,1800310000,61,42.27375422,-71.07942985,102,"POINT(42.274933229999995, -71.07878064127273)"
31,68,STANDARD ST,MATTAPAN,02126,1800308000,56,42.27394783,-71.07959491,102,"POINT(42.274933229999995, -71.07878064127273)"
32,71,STANDARD ST,MATTAPAN,02126,1800296000,66,42.27425707,-71.07932929,102,"POINT(42.274933229999995, -71.07878064127273)"
33,70,STANDARD ST,MATTAPAN,02126,1800307000,51,42.27403196,-71.07970014,102,"POINT(42.274933229999995, -71.07878064127273)"
34,74,STANDARD ST,MATTAPAN,02126,1800306000,51,42.2741155,-71.07981527,102,"POINT(42.274933229999995, -71.07878064127273)"
35,77,STANDARD ST,MATTAPAN,02126,1800298000,56,42.2744665,-71.07954126,102,"POINT(42.274933229999995, -71.07878064127273)"
36,83,STANDARD ST,MATTAPAN,02126,1800300000,51,42.27460328,-71.07968561,102,"POINT(42.274933229999995, -71.07878064127273)"
37,86,STANDARD ST,MATTAPAN,02126,1800304000,51,42.27433069,-71.08014656,102,"POINT(42.274933229999995, -71.07878064127273)"
38,87,STANDARD ST,MATTAPAN,02126,1800301000,56,42.2747047,-71.07982219,102,"POINT(42.274933229999995, -71.07878064127273)"
39,7,FREELAND ST,MATTAPAN,02126,1800389000,51,42.27384891,-71.07874596,102,"POINT(42.274933229999995, -71.07878064127273)"
40,15,FREELAND ST,MATTAPAN,02126,1800391000,56,42.2741693,-71.07855455,102,"POINT(42.274933229999995, -71.07878064127273)"
41,8,FREELAND ST,MATTAPAN,02126,1800292000,51,42.27443736,-71.07908724,102,"POINT(42.274933229999995, -71.07878064127273)"
42,12,FREELAND ST,MATTAPAN,02126,1800291000,51,42.27453574,-71.0791684,102,"POINT(42.274933229999995, -71.07878064127273)"
43,27,FREELAND ST,MATTAPAN,02126,1800394000,56,42.27463298,-71.07867536,102,"POINT(42.274933229999995, -71.07878064127273)"
44,29,FREELAND ST,MATTAPAN,02126,1800395000,51,42.27476901,-71.07870351,102,"POINT(42.274933229999995, -71.07878064127273)"
45,16  18,FREELAND ST,MATTAPAN,02126,1800290000,60,42.27467811,-71.07923038,102,"POINT(42.274933229999995, -71.07878064127273)"
46,33,FREELAND ST,MATTAPAN,02126,1800396000,56,42.27491054,-71.07875954,102,"POINT(42.274933229999995, -71.07878064127273)"
47,20,FREELAND ST,MATTAPAN,02126,1800288000,51,42.27479824,-71.07931043,102,"POINT(42.274933229999995, -71.07878064127273)"
48,35,FREELAND ST,MATTAPAN,02126,1800397000,61,42.27505647,-71.07881927,102,"POINT(42.274933229999995, -71.07878064127273)"
49,39,FREELAND ST,MATTAPAN,02126,1800398000,51,42.27519023,-71.07888209,102,"POINT(42.274933229999995, -71.07878064127273)"
50,41  43,FREELAND ST,MATTAPAN,02126,1800278000,61,42.27549179,-71.07895818,102,"POINT(42.274933229999995, -71.07878064127273)"
51,45  47,FREELAND ST,MATTAPAN,02126,1800279000,51,42.27552935,-71.07913201,102,"POINT(42.274933229999995, -71.07878064127273)"
52,57,FREELAND ST,MATTAPAN,02126,1800280000,51,42.27562812,-71.07921374,102,"POINT(42.274933229999995, -71.07878064127273)"
53,44,FREELAND ST,MATTAPAN,02126,1800282000,53,42.2754511,-71.07960979,102,"POINT(42.274933229999995, -71.07878064127273)"
54,61,FREELAND ST,MATTAPAN,02126,1800281000,51,42.27577967,-71.07925224,102,"POINT(42.274933229999995, -71.07878064127273)"
0,244,W SELDEN ST,MATTAPAN,02126,1800138000,51,42.27303606,-71.08961285,103,"POINT(42.271552475081975, -71.08892653836065)"
1,36,DANIA ST,MATTAPAN,02126,1800385017,67,42.27267152,-71.08904567,103,"POINT(42.271552475081975, -71.08892653836065)"
2,4,DANIA TE,MATTAPAN,02126,1800135001,66,42.27309886,-71.08904223,103,"POINT(42.271552475081975, -71.08892653836065)"
3,2,DANIA TE,MATTAPAN,02126,1800136000,67,42.27292994,-71.08944723,103,"POINT(42.271552475081975, -71.08892653836065)"
4,39,DANIA ST,MATTAPAN,02126,1800135000,62,42.27301729,-71.08887484,103,"POINT(42.271552475081975, -71.08892653836065)"
5,35,DANIA ST,MATTAPAN,02126,1800134000,62,42.27292662,-71.08869377,103,"POINT(42.271552475081975, -71.08892653836065)"
6,32,DANIA ST,MATTAPAN,02126,1800385018,62,42.2726259,-71.08887122,103,"POINT(42.271552475081975, -71.08892653836065)"
7,31,DANIA ST,MATTAPAN,02126,1800133000,66,42.27283899,-71.08851551,103,"POINT(42.271552475081975, -71.08892653836065)"
8,29,DANIA ST,MATTAPAN,02126,1800132000,68,42.27270749,-71.08836242,103,"POINT(42.271552475081975, -71.08892653836065)"
9,27,DANIA ST,MATTAPAN,02126,1800126000,63,42.27234546,-71.08846033,103,"POINT(42.271552475081975, -71.08892653836065)"
10,6,JAMESTOWN TE,MATTAPAN,02126,1800130000,63,42.27253367,-71.08802934,103,"POINT(42.271552475081975, -71.08892653836065)"
11,5,JAMESTOWN TE,MATTAPAN,02126,1800127000,67,42.27226099,-71.08825824,103,"POINT(42.271552475081975, -71.08892653836065)"
12,9,JAMESTOWN TE,MATTAPAN,02126,1800128000,62,42.27216649,-71.08807039,103,"POINT(42.271552475081975, -71.08892653836065)"
13,10,JAMESTOWN TE,MATTAPAN,02126,1800129000,63,42.27244291,-71.08784658,103,"POINT(42.271552475081975, -71.08892653836065)"
14,2,JAMESTOWN TE,MATTAPAN,02126,1800131000,53,42.27261886,-71.08818935,103,"POINT(42.271552475081975, -71.08892653836065)"
15,28,DANIA ST,MATTAPAN,02126,1800385019,56,42.27252626,-71.08873495,103,"POINT(42.271552475081975, -71.08892653836065)"
16,8,CONSTITUTION RD,MATTAPAN,02126,1800385020,66,42.27234817,-71.08890493,103,"POINT(42.271552475081975, -71.08892653836065)"
17,20,CONSTITUTION RD,MATTAPAN,02126,1800123000,62,42.27199429,-71.08824958,103,"POINT(42.271552475081975, -71.08892653836065)"
18,24,CONSTITUTION RD,MATTAPAN,02126,1800122000,66,42.27177348,-71.08844555,103,"POINT(42.271552475081975, -71.08892653836065)"
19,16,CONSTITUTION RD,MATTAPAN,02126,1800124000,63,42.27208493,-71.08843436,103,"POINT(42.271552475081975, -71.08892653836065)"
20,4,CONSTITUTION RD,MATTAPAN,02126,1800385021,66,42.27242845,-71.08906913,103,"POINT(42.271552475081975, -71.08892653836065)"
21,47,FAUNCE RD,MATTAPAN,02126,1800385015,67,42.27214229,-71.08932284,103,"POINT(42.271552475081975, -71.08892653836065)"
22,14,DANIA ST,MATTAPAN,02126,1800385008,66,42.27204563,-71.0891824,103,"POINT(42.271552475081975, -71.08892653836065)"
23,12,DANIA ST,MATTAPAN,02126,1800385009,66,42.27191699,-71.08932458,103,"POINT(42.271552475081975, -71.08892653836065)"
24,15,DANIA ST,MATTAPAN,02126,1800120000,66,42.27174972,-71.0889945,103,"POINT(42.271552475081975, -71.08892653836065)"
25,1,VIKING TE,MATTAPAN,02126,1800356000,67,42.27151176,-71.08921215,103,"POINT(42.271552475081975, -71.08892653836065)"
26,20,MAMELON CI,MATTAPAN,02126,1800332000,65,42.27130024,-71.08960205,103,"POINT(42.271552475081975, -71.08892653836065)"
27,55,COOKSON TE,MATTAPAN,02126,1800355000,62,42.2713451,-71.08976926,103,"POINT(42.271552475081975, -71.08892653836065)"
28,6,VIKING TE,MATTAPAN,02126,1800118000,62,42.27156829,-71.08863318,103,"POINT(42.271552475081975, -71.08892653836065)"
29,7,LINVALE TE,MATTAPAN,02126,1800384000,68,42.27120664,-71.08845192,103,"POINT(42.271552475081975, -71.08892653836065)"
30,6,LINVALE TE,MATTAPAN,02126,1800117012,56,42.27153825,-71.0884296,103,"POINT(42.271552475081975, -71.08892653836065)"
31,10,LINVALE TE,MATTAPAN,02126,1800117011,56,42.27158103,-71.08819968,103,"POINT(42.271552475081975, -71.08892653836065)"
32,11,LINVALE TE,MATTAPAN,02126,1800384001,61,42.27112194,-71.08816742,103,"POINT(42.271552475081975, -71.08892653836065)"
33,15,LINVALE TE,MATTAPAN,02126,1800384002,60,42.27098282,-71.08790985,103,"POINT(42.271552475081975, -71.08892653836065)"
34,18,LINVALE TE,MATTAPAN,02126,1800117009,54,42.27152275,-71.08768854,103,"POINT(42.271552475081975, -71.08892653836065)"
35,19,LINVALE TE,MATTAPAN,02126,1800384003,60,42.27112512,-71.08758777,103,"POINT(42.271552475081975, -71.08892653836065)"
36,22,LINVALE TE,MATTAPAN,02126,1800117008,55,42.27150321,-71.08747748,103,"POINT(42.271552475081975, -71.08892653836065)"
37,18,GLADESIDE AV,MATTAPAN,02126,1800384004,56,42.27090195,-71.08763762,103,"POINT(42.271552475081975, -71.08892653836065)"
38,10,GLADESIDE AV,MATTAPAN,02126,1800384005,66,42.27064375,-71.08783967,103,"POINT(42.271552475081975, -71.08892653836065)"
39,367,RIVER ST,MATTAPAN,02126,1800384006,65,42.27042719,-71.08788182,103,"POINT(42.271552475081975, -71.08892653836065)"
40,371,RIVER ST,MATTAPAN,02126,1800384007,65,42.27034471,-71.08817738,103,"POINT(42.271552475081975, -71.08892653836065)"
41,375,RIVER ST,MATTAPAN,02126,1800384008,54,42.27032167,-71.08842386,103,"POINT(42.271552475081975, -71.08892653836065)"
42,379,RIVER ST,MATTAPAN,02126,1800384009,64,42.27032886,-71.08864767,103,"POINT(42.271552475081975, -71.08892653836065)"
43,393,RIVER ST,MATTAPAN,02126,1800385007,66,42.27044195,-71.08939548,103,"POINT(42.271552475081975, -71.08892653836065)"
44,23,MAMELON CI,MATTAPAN,02126,1800385006,66,42.27053686,-71.08923038,103,"POINT(42.271552475081975, -71.08892653836065)"
45,383,RIVER ST,MATTAPAN,02126,1800384010,65,42.27036875,-71.08887745,103,"POINT(42.271552475081975, -71.08892653836065)"
46,19,MAMELON CI,MATTAPAN,02126,1800385005,56,42.27067333,-71.08908667,103,"POINT(42.271552475081975, -71.08892653836065)"
47,15,MAMELON CI,MATTAPAN,02126,1800385004,65,42.27086991,-71.08895996,103,"POINT(42.271552475081975, -71.08892653836065)"
48,7,MAMELON CI,MATTAPAN,02126,1800385002,60,42.27076905,-71.08941053,103,"POINT(42.271552475081975, -71.08892653836065)"
49,12,MAMELON CI,MATTAPAN,02126,1800334000,54,42.27093328,-71.08991381,103,"POINT(42.271552475081975, -71.08892653836065)"
50,3,MAMELON CI,MATTAPAN,02126,1800385001,65,42.27062876,-71.08952894,103,"POINT(42.271552475081975, -71.08892653836065)"
51,8,MAMELON CI,MATTAPAN,02126,1800335000,66,42.27069546,-71.09004718,103,"POINT(42.271552475081975, -71.08892653836065)"
52,397,RIVER ST,MATTAPAN,02126,1800385000,64,42.27035405,-71.08964103,103,"POINT(42.271552475081975, -71.08892653836065)"
53,401,RIVER ST,MATTAPAN,02126,1800337000,65,42.27024086,-71.09004178,103,"POINT(42.271552475081975, -71.08892653836065)"
54,68,FREMONT ST,MATTAPAN,02126,1800338000,56,42.2702863,-71.09027102,103,"POINT(42.271552475081975, -71.08892653836065)"
55,56,FREMONT ST,MATTAPAN,02126,1800341000,51,42.27064485,-71.09086887,103,"POINT(42.271552475081975, -71.08892653836065)"
56,7,HOPKINS PL,MATTAPAN,02126,1800346000,51,42.27111535,-71.09049846,103,"POINT(42.271552475081975, -71.08892653836065)"
57,11  13,FAUNCE RD,MATTAPAN,02126,1800343000,51,42.27090523,-71.09076912,103,"POINT(42.271552475081975, -71.08892653836065)"
58,33  35,FAUNCE RD,MATTAPAN,02126,1800351000,51,42.27160253,-71.090226,103,"POINT(42.271552475081975, -71.08892653836065)"
59,37,FAUNCE RD,MATTAPAN,02126,1800352000,61,42.27168836,-71.09013536,103,"POINT(42.271552475081975, -71.08892653836065)"
60,51  53,COOKSON TE,MATTAPAN,02126,1800354000,60,42.27143956,-71.08989709,103,"POINT(42.271552475081975, -71.08892653836065)"
0,55,W SELDEN ST,MATTAPAN,02126,1800758000,51,42.27904961,-71.08478167,104,"POINT(42.27642544875, -71.08799339696428)"
1,4,HENRICI ST,MATTAPAN,02126,1800761000,58,42.27877486,-71.0851528,104,"POINT(42.27642544875, -71.08799339696428)"
2,59,W SELDEN ST,MATTAPAN,02126,1800759000,51,42.27893628,-71.08488548,104,"POINT(42.27642544875, -71.08799339696428)"
3,63,W SELDEN ST,MATTAPAN,02126,1800762000,59,42.27869018,-71.08498224,104,"POINT(42.27642544875, -71.08799339696428)"
4,97,W SELDEN ST,MATTAPAN,02126,1800772000,52,42.27767073,-71.08601907,104,"POINT(42.27642544875, -71.08799339696428)"
5,105,W SELDEN ST,MATTAPAN,02126,1800774000,51,42.2774677,-71.08619723,104,"POINT(42.27642544875, -71.08799339696428)"
6,115,W SELDEN ST,MATTAPAN,02126,1800776000,51,42.27725852,-71.08637986,104,"POINT(42.27642544875, -71.08799339696428)"
7,125,W SELDEN ST,MATTAPAN,02126,1800779000,61,42.27693853,-71.08666373,104,"POINT(42.27642544875, -71.08799339696428)"
8,141,W SELDEN ST,MATTAPAN,02126,1800783000,61,42.27654583,-71.0870153,104,"POINT(42.27642544875, -71.08799339696428)"
9,1,WOODDALE AV,MATTAPAN,02126,1800666000,62,42.27615896,-71.08725517,104,"POINT(42.27642544875, -71.08799339696428)"
10,167  169,W SELDEN ST,MATTAPAN,02126,1800655040,62,42.27566169,-71.08782917,104,"POINT(42.27642544875, -71.08799339696428)"
11,8,RICH ST,MATTAPAN,02126,1800632000,56,42.27546609,-71.08812563,104,"POINT(42.27642544875, -71.08799339696428)"
12,9,RICH ST,MATTAPAN,02126,1800660000,56,42.27589825,-71.08816785,104,"POINT(42.27642544875, -71.08799339696428)"
13,14,RICH ST,MATTAPAN,02126,1800630000,60,42.27564639,-71.08849022,104,"POINT(42.27642544875, -71.08799339696428)"
14,11,RICH ST,MATTAPAN,02126,1800661000,61,42.27596643,-71.08830554,104,"POINT(42.27642544875, -71.08799339696428)"
15,18,RICH ST,MATTAPAN,02126,1800628000,51,42.27575051,-71.08870024,104,"POINT(42.27642544875, -71.08799339696428)"
16,17,RICH ST,MATTAPAN,02126,1800663000,51,42.2761032,-71.0885819,104,"POINT(42.27642544875, -71.08799339696428)"
17,22,RICH ST,MATTAPAN,02126,1800626000,52,42.27588912,-71.08898117,104,"POINT(42.27642544875, -71.08799339696428)"
18,19,RICH ST,MATTAPAN,02126,1800664000,51,42.27617118,-71.08871968,104,"POINT(42.27642544875, -71.08799339696428)"
19,24,RICH ST,MATTAPAN,02126,1800625000,52,42.27596394,-71.0891339,104,"POINT(42.27642544875, -71.08799339696428)"
20,25,RICH ST,MATTAPAN,02126,1800644001,51,42.27631094,-71.08900039,104,"POINT(42.27642544875, -71.08799339696428)"
21,26,RICH ST,MATTAPAN,02126,1800623000,52,42.27603609,-71.08927862,104,"POINT(42.27642544875, -71.08799339696428)"
22,28,RICH ST,MATTAPAN,02126,1800622000,52,42.2761056,-71.08941485,104,"POINT(42.27642544875, -71.08799339696428)"
23,39,HALBORN ST,MATTAPAN,02126,1800621000,52,42.27593182,-71.0895816,104,"POINT(42.27642544875, -71.08799339696428)"
24,173,DELHI ST,MATTAPAN,02126,1800719000,57,42.27593634,-71.0901024,104,"POINT(42.27642544875, -71.08799339696428)"
25,181,DELHI ST,MATTAPAN,02126,1800721000,84,42.27574783,-71.09029935,104,"POINT(42.27642544875, -71.08799339696428)"
26,177,DELHI ST,MATTAPAN,02126,1800720000,67,42.27583837,-71.09020339,104,"POINT(42.27642544875, -71.08799339696428)"
27,34,HALBORN ST,MATTAPAN,02126,1800558000,65,42.27551182,-71.08966974,104,"POINT(42.27642544875, -71.08799339696428)"
28,31,HALBORN ST,MATTAPAN,02126,1800643000,61,42.27577177,-71.08930881,104,"POINT(42.27642544875, -71.08799339696428)"
29,32,HALBORN ST,MATTAPAN,02126,1800559000,67,42.27546522,-71.08952556,104,"POINT(42.27642544875, -71.08799339696428)"
30,30,HALBORN ST,MATTAPAN,02126,1800560000,67,42.27540215,-71.08939857,104,"POINT(42.27642544875, -71.08799339696428)"
31,22  24,HALBORN ST,MATTAPAN,02126,1800560002,51,42.27527073,-71.08913493,104,"POINT(42.27642544875, -71.08799339696428)"
32,10  12,HALBORN ST,MATTAPAN,02126,1800560005,51,42.2750648,-71.08871727,104,"POINT(42.27642544875, -71.08799339696428)"
33,181,W SELDEN ST,MATTAPAN,02126,1800636000,69,42.27518629,-71.08826141,104,"POINT(42.27642544875, -71.08799339696428)"
34,189,W SELDEN ST,MATTAPAN,02126,1800560007,61,42.27494796,-71.08837631,104,"POINT(42.27642544875, -71.08799339696428)"
35,179,W SELDEN ST,MATTAPAN,02126,1800635000,60,42.27528037,-71.08817443,104,"POINT(42.27642544875, -71.08799339696428)"
36,4,RICH ST,MATTAPAN,02126,1800633000,56,42.27538809,-71.0879441,104,"POINT(42.27642544875, -71.08799339696428)"
37,163  165,W SELDEN ST,MATTAPAN,02126,1800655030,65,42.27575788,-71.08773845,104,"POINT(42.27642544875, -71.08799339696428)"
38,159,W SELDEN ST,MATTAPAN,02126,1800655010,66,42.27589984,-71.08760541,104,"POINT(42.27642544875, -71.08799339696428)"
39,3,WOODDALE AV,MATTAPAN,02126,1800666001,62,42.27624473,-71.08743032,104,"POINT(42.27642544875, -71.08799339696428)"
40,5  7,WOODDALE AV,MATTAPAN,02126,1800667000,51,42.2763248,-71.08758971,104,"POINT(42.27642544875, -71.08799339696428)"
