order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,centroid
41,10,WOODDALE AV,MATTAPAN,02126,1800653000,76,42.27608938,-71.08798757,104,"POINT(42.27642544875, -71.08799339696428)"
42,21,WOODDALE AV,MATTAPAN,02126,1800685000,66,42.27657715,-71.08809022,104,"POINT(42.27642544875, -71.08799339696428)"
43,10,BANFIELD AV,MATTAPAN,02126,1800683000,61,42.27676385,-71.08803474,104,"POINT(42.27642544875, -71.08799339696428)"
44,11,BANFIELD AV,MATTAPAN,02126,1800669000,62,42.27652624,-71.08754972,104,"POINT(42.27642544875, -71.08799339696428)"
45,23,BANFIELD AV,MATTAPAN,02126,1800673000,62,42.27686023,-71.08724108,104,"POINT(42.27642544875, -71.08799339696428)"
46,30,BANFIELD AV,MATTAPAN,02126,1800678000,66,42.27729897,-71.08750965,104,"POINT(42.27642544875, -71.08799339696428)"
47,31,BANFIELD AV,MATTAPAN,02126,1800675000,62,42.27708372,-71.08703626,104,"POINT(42.27642544875, -71.08799339696428)"
48,35,BANFIELD AV,MATTAPAN,02126,1800676000,51,42.27719912,-71.08693352,104,"POINT(42.27642544875, -71.08799339696428)"
49,34,BANFIELD AV,MATTAPAN,02126,1800677000,62,42.27740582,-71.08740853,104,"POINT(42.27642544875, -71.08799339696428)"
50,22,WOODDALE AV,MATTAPAN,02126,1800650000,77,42.27629503,-71.08839993,104,"POINT(42.27642544875, -71.08799339696428)"
51,124,DELHI ST,MATTAPAN,02126,1800689000,53,42.27696344,-71.0883673,104,"POINT(42.27642544875, -71.08799339696428)"
52,120,DELHI ST,MATTAPAN,02126,1800690000,53,42.27706051,-71.08826828,104,"POINT(42.27642544875, -71.08799339696428)"
53,112,DELHI ST,MATTAPAN,02126,1800692000,63,42.27725916,-71.08806516,104,"POINT(42.27642544875, -71.08799339696428)"
54,104,DELHI ST,MATTAPAN,02126,1800694000,63,42.27745585,-71.08786268,104,"POINT(42.27642544875, -71.08799339696428)"
55,100,DELHI ST,MATTAPAN,02126,1800695000,63,42.27755522,-71.08775212,104,"POINT(42.27642544875, -71.08799339696428)"
0,56,DEERING RD,MATTAPAN,02126,1404864000,67,42.28440883,-71.09399279,105,"POINT(42.2830053442, -71.0947809874)"
1,36,DEERING RD,MATTAPAN,02126,1404869000,59,42.28409955,-71.09338506,105,"POINT(42.2830053442, -71.0947809874)"
2,32,DEERING RD,MATTAPAN,02126,1404870000,59,42.28403556,-71.09325537,105,"POINT(42.2830053442, -71.0947809874)"
3,26,DEERING RD,MATTAPAN,02126,1404872000,83,42.28391517,-71.09301562,105,"POINT(42.2830053442, -71.0947809874)"
4,14,DEERING RD,MATTAPAN,02126,1404875000,75,42.28373231,-71.09264946,105,"POINT(42.2830053442, -71.0947809874)"
5,6,DEERING RD,MATTAPAN,02126,1404877000,59,42.28359324,-71.09237032,105,"POINT(42.2830053442, -71.0947809874)"
6,28,DEERING RD,MATTAPAN,02126,1404871000,59,42.28397531,-71.09313554,105,"POINT(42.2830053442, -71.0947809874)"
7,80,GOODALE RD,MATTAPAN,02126,1404951000,55,42.28413414,-71.09493416,105,"POINT(42.2830053442, -71.0947809874)"
8,63,GOODALE RD,MATTAPAN,02126,1404898000,64,42.28422021,-71.0942123,105,"POINT(42.2830053442, -71.0947809874)"
9,64,GOODALE RD,MATTAPAN,02126,1404955000,85,42.28384988,-71.09432931,105,"POINT(42.2830053442, -71.0947809874)"
10,55,GOODALE RD,MATTAPAN,02126,1404896000,75,42.28406126,-71.09390205,105,"POINT(42.2830053442, -71.0947809874)"
11,52,GOODALE RD,MATTAPAN,02126,1404958000,85,42.28359696,-71.09384383,105,"POINT(42.2830053442, -71.0947809874)"
12,76,GOODALE RD,MATTAPAN,02126,1404952000,59,42.28407721,-71.09477178,105,"POINT(42.2830053442, -71.0947809874)"
13,125,WELLINGTON HILL ST,MATTAPAN,02126,1404949000,51,42.28422344,-71.09521791,105,"POINT(42.2830053442, -71.0947809874)"
14,113,WELLINGTON HILL ST,MATTAPAN,02126,1405024000,52,42.28377252,-71.09581482,105,"POINT(42.2830053442, -71.0947809874)"
15,109,WELLINGTON HILL ST,MATTAPAN,02126,1405022000,51,42.28355917,-71.09599925,105,"POINT(42.2830053442, -71.0947809874)"
16,107,WELLINGTON HILL ST,MATTAPAN,02126,1405021000,51,42.28348636,-71.09613058,105,"POINT(42.2830053442, -71.0947809874)"
17,105,WELLINGTON HILL ST,MATTAPAN,02126,1405020000,51,42.28334212,-71.09615459,105,"POINT(42.2830053442, -71.0947809874)"
18,111,WELLINGTON HILL ST,MATTAPAN,02126,1405023000,52,42.28366123,-71.09591115,105,"POINT(42.2830053442, -71.0947809874)"
19,153,ORMOND ST,MATTAPAN,02126,1404946000,63,42.28398927,-71.09523135,105,"POINT(42.2830053442, -71.0947809874)"
20,68,HILLSBORO RD,MATTAPAN,02126,1405026000,51,42.28373178,-71.09540256,105,"POINT(42.2830053442, -71.0947809874)"
21,63,HILLSBORO RD,MATTAPAN,02126,1404969000,51,42.28348269,-71.09504334,105,"POINT(42.2830053442, -71.0947809874)"
22,56,HILLSBORO RD,MATTAPAN,02126,1405027000,51,42.2836181,-71.09550646,105,"POINT(42.2830053442, -71.0947809874)"
23,145,ORMOND ST,MATTAPAN,02126,1404944000,57,42.28384949,-71.09491584,105,"POINT(42.2830053442, -71.0947809874)"
24,86  88,ORMOND ST,MATTAPAN,02126,1404975000,51,42.28303048,-71.09425719,105,"POINT(42.2830053442, -71.0947809874)"
25,111,ORMOND ST,MATTAPAN,02126,1404936000,76,42.28324588,-71.09379745,105,"POINT(42.2830053442, -71.0947809874)"
26,107,ORMOND ST,MATTAPAN,02126,1404935000,51,42.28314898,-71.0936725,105,"POINT(42.2830053442, -71.0947809874)"
27,103,ORMOND ST,MATTAPAN,02126,1404934010,64,42.28304606,-71.09353938,105,"POINT(42.2830053442, -71.0947809874)"
28,97,ORMOND ST,MATTAPAN,02126,1404930010,64,42.28270082,-71.09316977,105,"POINT(42.2830053442, -71.0947809874)"
29,15,OUTLOOK RD,MATTAPAN,02126,1404986000,68,42.28259566,-71.09426513,105,"POINT(42.2830053442, -71.0947809874)"
30,25,OUTLOOK RD,MATTAPAN,02126,1404989000,51,42.28290553,-71.09468245,105,"POINT(42.2830053442, -71.0947809874)"
31,33,OUTLOOK RD,MATTAPAN,02126,1404991000,51,42.28304275,-71.09497046,105,"POINT(42.2830053442, -71.0947809874)"
32,44,HILLSBORO RD,MATTAPAN,02126,1405031000,51,42.2831163,-71.09586475,105,"POINT(42.2830053442, -71.0947809874)"
33,36,HILLSBORO RD,MATTAPAN,02126,1405033000,52,42.28282537,-71.09584597,105,"POINT(42.2830053442, -71.0947809874)"
34,95,WELLINGTON HILL ST,MATTAPAN,02126,1405015000,61,42.28275139,-71.09629692,105,"POINT(42.2830053442, -71.0947809874)"
35,99,WELLINGTON HILL ST,MATTAPAN,02126,1405017000,61,42.28300253,-71.09627783,105,"POINT(42.2830053442, -71.0947809874)"
36,101,WELLINGTON HILL ST,MATTAPAN,02126,1405018000,51,42.28311228,-71.09625278,105,"POINT(42.2830053442, -71.0947809874)"
37,97,WELLINGTON HILL ST,MATTAPAN,02126,1405016000,61,42.28287558,-71.09629702,105,"POINT(42.2830053442, -71.0947809874)"
38,85,WELLINGTON HILL ST,MATTAPAN,02126,1405012000,61,42.2823869,-71.0962223,105,"POINT(42.2830053442, -71.0947809874)"
39,83,WELLINGTON HILL ST,MATTAPAN,02126,1405011000,51,42.28227015,-71.09618594,105,"POINT(42.2830053442, -71.0947809874)"
40,81,WELLINGTON HILL ST,MATTAPAN,02126,1405010000,51,42.28218267,-71.09607831,105,"POINT(42.2830053442, -71.0947809874)"
41,35,DUKE ST,MATTAPAN,02126,1405003000,51,42.28154279,-71.09525583,105,"POINT(42.2830053442, -71.0947809874)"
42,61,WELLINGTON HILL ST,MATTAPAN,02126,1405044001,56,42.28123476,-71.09539269,105,"POINT(42.2830053442, -71.0947809874)"
43,28,DUKE ST,MATTAPAN,02126,1405044002,57,42.28116568,-71.09517394,105,"POINT(42.2830053442, -71.0947809874)"
44,27,DUKE ST,MATTAPAN,02126,1405001000,51,42.2814363,-71.09490618,105,"POINT(42.2830053442, -71.0947809874)"
45,12  14,DUKE ST,MATTAPAN,02126,1405048000,53,42.28103039,-71.09420234,105,"POINT(42.2830053442, -71.0947809874)"
46,11,DUKE ST,MATTAPAN,02126,1404997000,52,42.28145381,-71.09414273,105,"POINT(42.2830053442, -71.0947809874)"
47,57,WELLINGTON HILL ST,MATTAPAN,02126,1405044000,57,42.28105091,-71.09525924,105,"POINT(42.2830053442, -71.0947809874)"
48,37,WELLINGTON HILL ST,MATTAPAN,02126,1405039000,64,42.28051409,-71.09446487,105,"POINT(42.2830053442, -71.0947809874)"
49,11,ORMOND ST,MATTAPAN,02126,1404912002,69,42.28018335,-71.09344996,105,"POINT(42.2830053442, -71.0947809874)"
0,9,WESTMORE RD,MATTAPAN,02126,1404755000,51,42.28508239,-71.0960874,106,"POINT(42.28324111615385, -71.0970524425)"
1,15,WESTMORE RD,MATTAPAN,02126,1404757000,51,42.28493209,-71.09628688,106,"POINT(42.28324111615385, -71.0970524425)"
2,26  28,WESTMORE RD,MATTAPAN,02126,1404851000,51,42.28450296,-71.09612264,106,"POINT(42.28324111615385, -71.0970524425)"
3,38,WESTMORE RD,MATTAPAN,02126,1404848000,56,42.28421527,-71.09641591,106,"POINT(42.28324111615385, -71.0970524425)"
4,44,WESTMORE RD,MATTAPAN,02126,1404846000,52,42.28402618,-71.09660659,106,"POINT(42.28324111615385, -71.0970524425)"
5,46,WESTMORE RD,MATTAPAN,02126,1404845000,57,42.28388945,-71.09672974,106,"POINT(42.28324111615385, -71.0970524425)"
6,48,WESTMORE RD,MATTAPAN,02126,1404844000,52,42.28374549,-71.09684939,106,"POINT(42.28324111615385, -71.0970524425)"
7,52,WESTMORE RD,MATTAPAN,02126,1404842000,60,42.28354583,-71.09701063,106,"POINT(42.28324111615385, -71.0970524425)"
8,58,WESTMORE RD,MATTAPAN,02126,1404839000,51,42.28326663,-71.09725564,106,"POINT(42.28324111615385, -71.0970524425)"
9,60,WESTMORE RD,MATTAPAN,02126,1404838000,77,42.28319155,-71.097363,106,"POINT(42.28324111615385, -71.0970524425)"
10,65,WESTMORE RD,MATTAPAN,02126,1404775000,61,42.28325247,-71.09795248,106,"POINT(42.28324111615385, -71.0970524425)"
11,62,WESTMORE RD,MATTAPAN,02126,1404837000,51,42.283092,-71.09745719,106,"POINT(42.28324111615385, -71.0970524425)"
12,20,GILMER ST,MATTAPAN,02126,1404806000,51,42.28273574,-71.09748036,106,"POINT(42.28324111615385, -71.0970524425)"
13,16,GILMER ST,MATTAPAN,02126,1404807000,51,42.282656,-71.09736065,106,"POINT(42.28324111615385, -71.0970524425)"
14,68,WESTMORE RD,MATTAPAN,02126,1404804000,51,42.28281401,-71.09772528,106,"POINT(42.28324111615385, -71.0970524425)"
15,77  79,WESTMORE RD,MATTAPAN,02126,1404778000,51,42.28296486,-71.09822153,106,"POINT(42.28324111615385, -71.0970524425)"
16,70  72,WESTMORE RD,MATTAPAN,02126,1404803000,51,42.28272039,-71.09781678,106,"POINT(42.28324111615385, -71.0970524425)"
17,140,HAZLETON ST,MATTAPAN,02126,1405151000,56,42.28232655,-71.09867902,106,"POINT(42.28324111615385, -71.0970524425)"
18,144,HAZLETON ST,MATTAPAN,02126,1405150000,56,42.28234261,-71.09885199,106,"POINT(42.28324111615385, -71.0970524425)"
19,78  80,WESTMORE RD,MATTAPAN,02126,1404801000,72,42.28252246,-71.09803903,106,"POINT(42.28324111615385, -71.0970524425)"
20,109,HAZLETON ST,MATTAPAN,02126,1405113000,51,42.28191064,-71.09701748,106,"POINT(42.28324111615385, -71.0970524425)"
21,121  123,HAZLETON ST,MATTAPAN,02126,1404812000,51,42.28242746,-71.09760544,106,"POINT(42.28324111615385, -71.0970524425)"
22,88,WELLINGTON HILL ST,MATTAPAN,02126,1405056000,51,42.28222338,-71.09667384,106,"POINT(42.28324111615385, -71.0970524425)"
23,86,WELLINGTON HILL ST,MATTAPAN,02126,1405057000,51,42.28207409,-71.09669468,106,"POINT(42.28324111615385, -71.0970524425)"
24,84,WELLINGTON HILL ST,MATTAPAN,02126,1405058000,61,42.28198733,-71.0965883,106,"POINT(42.28324111615385, -71.0970524425)"
25,82,WELLINGTON HILL ST,MATTAPAN,02126,1405059000,51,42.28189202,-71.09650678,106,"POINT(42.28324111615385, -71.0970524425)"
26,80,WELLINGTON HILL ST,MATTAPAN,02126,1405060000,59,42.28180109,-71.09641723,106,"POINT(42.28324111615385, -71.0970524425)"
27,78,WELLINGTON HILL ST,MATTAPAN,02126,1405061000,65,42.28170645,-71.09632933,106,"POINT(42.28324111615385, -71.0970524425)"
28,70,WELLINGTON HILL ST,MATTAPAN,02126,1405065000,60,42.28133274,-71.09599665,106,"POINT(42.28324111615385, -71.0970524425)"
29,102,WELLINGTON HILL ST,MATTAPAN,02126,1404831000,51,42.28313449,-71.09681043,106,"POINT(42.28324111615385, -71.0970524425)"
30,104,WELLINGTON HILL ST,MATTAPAN,02126,1404830000,69,42.28324943,-71.09677178,106,"POINT(42.28324111615385, -71.0970524425)"
31,106,WELLINGTON HILL ST,MATTAPAN,02126,1404829000,66,42.28336979,-71.0966978,106,"POINT(42.28324111615385, -71.0970524425)"
32,108,WELLINGTON HILL ST,MATTAPAN,02126,1404828000,61,42.28349962,-71.09662555,106,"POINT(42.28324111615385, -71.0970524425)"
33,110,WELLINGTON HILL ST,MATTAPAN,02126,1404827000,61,42.28366381,-71.09658666,106,"POINT(42.28324111615385, -71.0970524425)"
34,112,WELLINGTON HILL ST,MATTAPAN,02126,1404826000,51,42.28377405,-71.09649586,106,"POINT(42.28324111615385, -71.0970524425)"
35,114,WELLINGTON HILL ST,MATTAPAN,02126,1404825000,51,42.28385255,-71.09635472,106,"POINT(42.28324111615385, -71.0970524425)"
36,116,WELLINGTON HILL ST,MATTAPAN,02126,1404824000,62,42.28395756,-71.09625303,106,"POINT(42.28324111615385, -71.0970524425)"
37,120,WELLINGTON HILL ST,MATTAPAN,02126,1404823000,52,42.28407708,-71.09612547,106,"POINT(42.28324111615385, -71.0970524425)"
38,124,WELLINGTON HILL ST,MATTAPAN,02126,1404821000,61,42.28427785,-71.09589616,106,"POINT(42.28324111615385, -71.0970524425)"
39,132,WELLINGTON HILL ST,MATTAPAN,02126,1404817000,57,42.28461941,-71.09536235,106,"POINT(42.28324111615385, -71.0970524425)"
40,136,WELLINGTON HILL ST,MATTAPAN,02126,1404815000,52,42.28470763,-71.09504922,106,"POINT(42.28324111615385, -71.0970524425)"
41,,WESTMORE RD,MATTAPAN,02126,1404858000,83,42.28501478,-71.09527673,106,"POINT(42.28324111615385, -71.0970524425)"
42,584,HARVARD ST,MATTAPAN,02126,1404743000,86,42.28497379,-71.09675052,106,"POINT(42.28324111615385, -71.0970524425)"
43,618,HARVARD ST,MATTAPAN,02126,1404799000,51,42.28409413,-71.0976103,106,"POINT(42.28324111615385, -71.0970524425)"
44,624,HARVARD ST,MATTAPAN,02126,1404796000,51,42.28385173,-71.09783971,106,"POINT(42.28324111615385, -71.0970524425)"
45,632  630,HARVARD ST,MATTAPAN,02126,1404792000,51,42.28352808,-71.09814581,106,"POINT(42.28324111615385, -71.0970524425)"
46,634,HARVARD ST,MATTAPAN,02126,1404791000,51,42.28344186,-71.09822779,106,"POINT(42.28324111615385, -71.0970524425)"
47,636  638,HARVARD ST,MATTAPAN,02126,1404789000,72,42.28332367,-71.09833793,106,"POINT(42.28324111615385, -71.0970524425)"
48,642,HARVARD ST,MATTAPAN,02126,1404787000,51,42.28310916,-71.09853952,106,"POINT(42.28324111615385, -71.0970524425)"
49,652,HARVARD ST,MATTAPAN,02126,1404782000,51,42.282714,-71.09905383,106,"POINT(42.28324111615385, -71.0970524425)"
50,578,WALK HILL ST,MATTAPAN,02126,1405142000,51,42.28182186,-71.09817688,106,"POINT(42.28324111615385, -71.0970524425)"
51,598,WALK HILL ST,MATTAPAN,02126,1405137000,68,42.28130158,-71.0975971,106,"POINT(42.28324111615385, -71.0970524425)"
0,741,MORTON ST,MATTAPAN,02126,1403966000,59,42.28377652,-71.09011624,107,"POINT(42.27963259782609, -71.0905867402174)"
1,6,LESTON ST,MATTAPAN,02126,1403941000,59,42.28340891,-71.08972868,107,"POINT(42.27963259782609, -71.0905867402174)"
2,8,LESTON ST,MATTAPAN,02126,1403940000,66,42.28331645,-71.08981881,107,"POINT(42.27963259782609, -71.0905867402174)"
3,10,LESTON ST,MATTAPAN,02126,1403939000,66,42.28322977,-71.08990835,107,"POINT(42.27963259782609, -71.0905867402174)"
4,12,LESTON ST,MATTAPAN,02126,1403938010,66,42.28314255,-71.08999566,107,"POINT(42.27963259782609, -71.0905867402174)"
5,14,LESTON ST,MATTAPAN,02126,1403937010,66,42.28305225,-71.09008435,107,"POINT(42.27963259782609, -71.0905867402174)"
6,12,LANDOR RD,MATTAPAN,02126,1403952000,82,42.28335235,-71.0907644,107,"POINT(42.27963259782609, -71.0905867402174)"
7,18,LESTON ST,MATTAPAN,02126,1403936010,66,42.2829656,-71.09017292,107,"POINT(42.27963259782609, -71.0905867402174)"
8,37,LESTON ST,MATTAPAN,02126,1403972000,64,42.28246937,-71.09130317,107,"POINT(42.27963259782609, -71.0905867402174)"
9,27  29,WOOLSON ST,MATTAPAN,02126,1404063000,57,42.28169555,-71.09099069,107,"POINT(42.27963259782609, -71.0905867402174)"
10,18,SUTTON ST,MATTAPAN,02126,1404024000,59,42.28163739,-71.08919566,107,"POINT(42.27963259782609, -71.0905867402174)"
11,6,SUTTON ST,MATTAPAN,02126,1404030000,59,42.28215539,-71.08867256,107,"POINT(42.27963259782609, -71.0905867402174)"
12,436,NORFOLK ST,MATTAPAN,02126,1403898000,57,42.28093679,-71.08729073,107,"POINT(42.27963259782609, -71.0905867402174)"
13,466,NORFOLK ST,MATTAPAN,02126,1403891000,51,42.28031678,-71.08783565,107,"POINT(42.27963259782609, -71.0905867402174)"
14,45,HOSMER ST,MATTAPAN,02126,1404146000,59,42.28018038,-71.08959031,107,"POINT(42.27963259782609, -71.0905867402174)"
15,10,HOSMER ST,MATTAPAN,02126,1404103000,59,42.28145653,-71.09126116,107,"POINT(42.27963259782609, -71.0905867402174)"
16,8,HOSMER ST,MATTAPAN,02126,1404104000,59,42.28151722,-71.09138537,107,"POINT(42.27963259782609, -71.0905867402174)"
17,20,CLARKWOOD ST,MATTAPAN,02126,1404122000,60,42.28073077,-71.09151991,107,"POINT(42.27963259782609, -71.0905867402174)"
18,28,CLARKWOOD ST,MATTAPAN,02126,1404120000,57,42.28058638,-71.09121197,107,"POINT(42.27963259782609, -71.0905867402174)"
19,41,CLARKWOOD ST,MATTAPAN,02126,1404181000,57,42.27988374,-71.09077614,107,"POINT(42.27963259782609, -71.0905867402174)"
20,45,CLARKWOOD ST,MATTAPAN,02126,1404182000,57,42.27981016,-71.09062026,107,"POINT(42.27963259782609, -71.0905867402174)"
21,5  7,ELIZABETH ST,MATTAPAN,02126,1800834000,51,42.27971067,-71.08810814,107,"POINT(42.27963259782609, -71.0905867402174)"
22,62,ASTORIA ST,MATTAPAN,02126,1800849000,51,42.27931063,-71.08748527,107,"POINT(42.27963259782609, -71.0905867402174)"
23,66,ASTORIA ST,MATTAPAN,02126,1800848000,60,42.27919493,-71.08760122,107,"POINT(42.27963259782609, -71.0905867402174)"
24,81,ASTORIA ST,MATTAPAN,02126,1800841000,51,42.27892884,-71.08854126,107,"POINT(42.27963259782609, -71.0905867402174)"
25,86,ASTORIA ST,MATTAPAN,02126,1800843000,61,42.27858219,-71.08819443,107,"POINT(42.27963259782609, -71.0905867402174)"
26,85,ASTORIA ST,MATTAPAN,02126,1800842000,55,42.27880783,-71.08865324,107,"POINT(42.27963259782609, -71.0905867402174)"
27,530,NORFOLK ST,MATTAPAN,02126,1800825000,60,42.27838367,-71.08974532,107,"POINT(42.27963259782609, -71.0905867402174)"
28,529,NORFOLK ST,MATTAPAN,02126,1800884000,51,42.27864619,-71.09028572,107,"POINT(42.27963259782609, -71.0905867402174)"
29,53,EVELYN ST,MATTAPAN,02126,1800882000,61,42.27876319,-71.09077104,107,"POINT(42.27963259782609, -71.0905867402174)"
30,29,EVELYN ST,MATTAPAN,02126,1800875000,59,42.27926951,-71.09174481,107,"POINT(42.27963259782609, -71.0905867402174)"
31,19,EVELYN ST,MATTAPAN,02126,1800871000,59,42.27950946,-71.09214814,107,"POINT(42.27963259782609, -71.0905867402174)"
32,22,FESSENDEN ST,MATTAPAN,02126,1800858000,51,42.27889195,-71.09196239,107,"POINT(42.27963259782609, -71.0905867402174)"
33,567 A,NORFOLK ST,MATTAPAN,02126,1800912010,59,42.27782744,-71.09159542,107,"POINT(42.27963259782609, -71.0905867402174)"
34,574,NORFOLK ST,MATTAPAN,02126,1800797000,51,42.27725478,-71.09143748,107,"POINT(42.27963259782609, -71.0905867402174)"
35,567 B,NORFOLK ST,MATTAPAN,02126,1800912020,59,42.27779278,-71.09176685,107,"POINT(42.27963259782609, -71.0905867402174)"
36,30,WILMORE ST,MATTAPAN,02126,1800893000,61,42.27774556,-71.09193899,107,"POINT(42.27963259782609, -71.0905867402174)"
37,19,WILMORE ST,MATTAPAN,02126,1800930000,59,42.27780206,-71.09244122,107,"POINT(42.27963259782609, -71.0905867402174)"
38,1428,BLUE HILL AV,MATTAPAN,02126,1800948000,59,42.27524284,-71.09313503,107,"POINT(42.27963259782609, -71.0905867402174)"
39,14,BABSON ST,MATTAPAN,02126,1800789000,51,42.27625748,-71.09228596,107,"POINT(42.27963259782609, -71.0905867402174)"
40,15,BABSON ST,MATTAPAN,02126,1800959000,58,42.27607446,-71.0927301,107,"POINT(42.27963259782609, -71.0905867402174)"
41,18,BABSON ST,MATTAPAN,02126,1800788000,51,42.27607713,-71.09233674,107,"POINT(42.27963259782609, -71.0905867402174)"
42,17,BABSON ST,MATTAPAN,02126,1800960000,51,42.27593031,-71.09279964,107,"POINT(42.27963259782609, -71.0905867402174)"
43,22,BABSON ST,MATTAPAN,02126,1800787001,60,42.27584584,-71.09231049,107,"POINT(42.27963259782609, -71.0905867402174)"
44,23  25,BABSON ST,MATTAPAN,02126,1800963000,60,42.27551249,-71.09271984,107,"POINT(42.27963259782609, -71.0905867402174)"
45,14,MILDRED AV,MATTAPAN,02126,1800816000,57,42.27611642,-71.09200832,107,"POINT(42.27963259782609, -71.0905867402174)"
0,48,ATHERTON ST,ROXBURY,02119,1101247000,51,42.31771823,-71.10108831,109,"POINT(42.3149400066, -71.0991273864)"
1,46,ATHERTON ST,ROXBURY,02119,1101248000,51,42.31762867,-71.10094303,109,"POINT(42.3149400066, -71.0991273864)"
2,171,SCHOOL ST,ROXBURY,02119,1101260000,60,42.31718865,-71.10111122,109,"POINT(42.3149400066, -71.0991273864)"
3,169,SCHOOL ST,ROXBURY,02119,1101259000,57,42.3170634,-71.10103255,109,"POINT(42.3149400066, -71.0991273864)"
4,5,COPLEY ST,ROXBURY,02119,1101274000,51,42.31660836,-71.10057882,109,"POINT(42.3149400066, -71.0991273864)"
5,7,COPLEY ST,ROXBURY,02119,1101275000,61,42.31668055,-71.10044453,109,"POINT(42.3149400066, -71.0991273864)"
6,9,COPLEY ST,ROXBURY,02119,1101276000,61,42.31675462,-71.1003111,109,"POINT(42.3149400066, -71.0991273864)"
7,15,COPLEY ST,ROXBURY,02119,1101278000,60,42.31690827,-71.10004555,109,"POINT(42.3149400066, -71.0991273864)"
8,7,ARCADIA ST,ROXBURY,02119,1101266000,51,42.31672831,-71.0998731,109,"POINT(42.3149400066, -71.0991273864)"
9,6,ARCADIA ST,ROXBURY,02119,1101267000,61,42.31666224,-71.09998989,109,"POINT(42.3149400066, -71.0991273864)"
